s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
300.1561631,89679.4966211,43160.4792217,-2.9591687,-0.0663576,11.6070028,-3.2569593
301.1304819,89679.6405337,43159.5155899,-3.0301917,-0.0737775,11.3231979,-2.4393838
302.1291320,89679.7158122,43158.5197811,-3.1064484,-0.0800621,11.1058858,-2.0069531
303.1357653,89679.7109367,43157.5131596,3.1066622,-0.0633772,10.9238557,-4.1065502
304.0850829,89679.6475366,43156.5659614,3.0550668,-0.0407530,10.5416015,-4.2299768
305.0513885,89679.5454240,43155.6050662,2.9961026,-0.0790160,10.1327924,-0.4947625
306.0539394,89679.3623130,43154.6193793,2.9009231,-0.1146947,10.0838932,-0.4782755
307.0472296,89679.0704891,43153.6699246,2.7852552,-0.1180994,10.0363969,-0.5343875
308.0313130,89678.6736944,43152.7693836,2.6672695,-0.1153268,9.9830611,-0.4628284
309.0590663,89678.1531564,43151.8832025,2.5492924,-0.1210816,9.9366360,-0.4628284
310.0693408,89677.5380897,43151.0817366,2.4266103,-0.1208978,9.8899930,-0.2495986
311.0682695,89676.8383455,43150.3688435,2.3065337,-0.1175231,9.8647474,0.1544063
312.0712106,89676.0566006,43149.7405396,2.1873456,-0.1191818,9.8803724,-0.1104307
313.0851056,89675.1958258,43149.2047694,2.0695711,-0.1143836,9.8692000,0.4096305
314.0981924,89674.2795602,43148.7725631,1.9599225,-0.1045415,9.9105796,1.3260916
315.0854885,89673.3475204,43148.4469017,1.8564641,-0.0998454,10.0433679,1.4616103
316.0961985,89672.3649112,43148.2102291,1.7616728,-0.0899780,10.1877215,2.0675486
317.1068259,89671.3649464,43148.0638111,1.6841098,-0.0665454,10.3884947,4.2743159
318.0707109,89670.4041197,43147.9870892,1.6335932,-0.0350548,10.7917234,4.7540877
319.0339555,89669.4418897,43147.9428902,1.6150028,-0.0034325,11.2232079,4.7095606
320.0216953,89668.4550440,43147.9008713,1.6248916,0.0228241,11.6348841,4.6654507
321.0330598,89667.4458395,43147.8348078,1.6502375,0.0290444,12.0288206,0.2245240
322.0021319,89666.4810574,43147.7437247,1.6762216,0.0220917,12.0474538,-9.4870748
323.0247847,89665.4652926,43147.6252311,1.6966219,0.0185993,11.2332142,-10.0235419
324.0673768,89664.4322339,43147.4845612,1.7194429,0.0258073,10.3032592,-7.5086687
325.0988813,89663.4142519,43147.3180854,1.7601204,0.0544851,9.5474680,-4.6672523
326.0980727,89662.4385861,43147.1025403,1.8341614,0.0952976,9.0459134,-0.6781249
327.0617965,89661.5210921,43146.8076365,1.9537649,0.1367936,8.9707075,-0.3875665
328.1132063,89660.5738653,43146.3513208,2.0868072,0.1365111,8.9274409,-1.0769858
329.0952299,89659.7566822,43145.8067273,2.2188405,0.1263516,8.8060936,-1.5622765
330.0476614,89659.0344715,43145.1858106,2.3505071,0.1435501,8.6270339,-0.3456333
331.0163895,89658.3937638,43144.4592243,2.4991052,0.1564444,8.5869148,-0.3456333
332.0403706,89657.8440916,43143.5952811,2.6325564,0.1220660,8.5466075,3.1780980
332.9836404,89657.4367780,43142.7444853,2.7484018,0.1048841,8.9103664,3.4199979
333.9996729,89657.0943990,43141.7878774,2.8560022,0.1113747,9.2859085,2.1060158
335.0426477,89656.8576601,43140.7721259,2.9730896,0.1199579,9.5097902,0.2047316
336.0503359,89656.7511396,43139.7700835,3.0870401,0.1024288,9.5312739,2.4106775
337.0526032,89656.7482115,43138.7678205,-3.1035341,0.0830775,9.7806920,3.8518888
338.0388780,89656.8267379,43137.7846768,-3.0338931,0.0558066,10.1665314,4.8155077
339.0420678,89656.9619795,43136.7906448,-3.0003824,0.0120779,10.6292137,4.7704054
340.0334524,89657.1074521,43135.8099914,-3.0099207,-0.0313734,11.0685089,4.7257255
341.0276709,89657.2226412,43134.8224683,-3.0530935,-0.0559164,11.4871372,3.3398518
342.0154679,89657.2825627,43133.8364904,-3.1102957,-0.0587647,11.7740244,2.7477950
343.0159930,89657.2848330,43132.8359679,3.1149251,-0.0579240,12.0049154,1.9913794
344.0149784,89657.2292693,43131.8385289,3.0607689,-0.0520428,12.1695091,1.3347523
344.9823469,89657.1261298,43130.8766745,3.0146554,-0.0453103,12.2785956,3.4727499
345.8701883,89656.9944578,43129.9986512,2.9730278,-0.0501628,12.5579768,-30.7812180
346.6559793,89656.8454099,43129.2271253,2.9238736,-0.0728028,9.8081139,-5.1910739
