# traj_defense_25kmh.csv (2026-08-10生成、v2)
# ゆるいコーナー17区間へイン側バイアス(基準1.02m x 採用振幅0.40=0.408m)、
# Laplacian平滑化(alpha=0.15, passes=6)で不連続を除去。
# タイトコーナー2箇所(wp224-230, wp247-257)のcore+-1ptは完全に原形保持(変位0)。
# kaleidoscope.trajectory_clearance(実occupancy_grid_map.yaml+実車体寸法+
# margin[L/R]0.5m,[F/R]0.2m)でclearance検証済み(min_clearance=0.60m)。
# 経緯はdesign_docs opp_lat_pred_overlap_guard_design_20260806.md §47系参照(記録予定)。
s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
272.4925704,89663.3934650,43164.8641926,-0.4698986,-0.0182518,8.6030213,4.9530689
273.5491372,89663.8809006,43165.8016040,-0.5247197,-0.0893793,9.1601670,-6.7439060
274.5605642,89664.4283626,43166.6520567,-0.6485664,-0.1584608,8.3924800,-9.4218818
275.5265648,89665.0716864,43167.3726758,-0.7228546,0.0127204,7.1838667,-0.2396675
276.4594908,89665.6845330,43168.0760746,-0.7608394,-0.0994573,7.1504589,-0.2396675
277.3465938,89666.3253653,43168.6894958,-0.8911322,-0.1893956,7.1168944,1.5790135
278.2313520,89667.0577995,43169.1858195,-1.0586509,-0.1792014,7.3352027,4.1938216
279.1612124,89667.9019270,43169.5758055,-1.2203166,-0.1726402,7.8857363,0.6592288
280.1136508,89668.8198270,43169.8299680,-1.3844627,-0.1775990,7.9688165,-0.2976658
281.0561790,89669.7574893,43169.9256170,-1.5453342,-0.1653964,7.9314105,2.3563817
281.9766414,89670.6766805,43169.8772576,-1.6935479,-0.1551383,8.2228668,3.2558456
282.8807572,89671.5637991,43169.7027693,-1.8368039,-0.1570786,8.6093562,-0.2668779
283.7941097,89672.4257532,43169.4006971,-1.9728330,-0.1374044,8.5783313,0.6577601
284.7389845,89673.2703759,43168.9771396,-2.0844970,-0.1024084,8.6545961,4.9488967
285.6930864,89674.0776770,43168.4686365,-2.1727934,-0.0815414,9.2081692,4.9025451
286.6713721,89674.8618260,43167.8836978,-2.2505340,-0.0790153,9.7255392,4.8566276
287.6540077,89675.6016147,43167.2369479,-2.3330146,-0.0906447,10.2122524,1.8172215
288.6205750,89676.2703203,43166.5390330,-2.4252256,-0.0999546,10.3885068,0.4825487
289.5738664,89676.8608365,43165.7906648,-2.5195914,-0.0964571,10.4348095,0.9451921
290.5281620,89677.3806236,43164.9903514,-2.6063815,-0.0853613,10.5249147,2.6975357
291.4837874,89677.8341302,43164.1491904,-2.6838754,-0.0757723,10.7779289,3.3723437
292.4536525,89678.2309345,43163.2642133,-2.7548902,-0.0705892,11.0861176,3.2630606
293.4394923,89678.5712584,43162.3389783,-2.8234928,-0.0689050,11.3763744,2.5554720
294.4367533,89678.8508118,43161.3817012,-2.8911106,-0.0681210,11.5986189,0.0973687
295.4244165,89679.0629823,43160.4170965,-2.9584332,-0.0690759,11.6070028,-3.2569593
296.3898071,89679.2063329,43159.4624082,-3.0206892,-0.0582541,11.3231979,-2.4393838
297.3557056,89679.2958212,43158.5006641,-3.0491728,-0.0007417,11.1058858,-2.0069531
298.3287370,89679.3852736,43157.5317533,-3.0276279,0.0449297,10.9238557,-4.1065502
299.3036520,89679.5172852,43156.5658174,-3.0879722,-0.1698832,10.5416015,-4.2299768
300.2703455,89679.4889793,43155.5995383,3.0364426,-0.1542400,10.1327924,-0.4947625
301.2531253,89679.3132544,43154.6325963,2.9018988,-0.1212919,10.0838932,-0.4782755
302.2406166,89679.0220621,43153.6890148,2.7836091,-0.1182651,10.0363969,-0.5343875
303.2319329,89678.6210950,43152.7824093,2.6659713,-0.1177606,9.9830611,-0.4628284
304.2369735,89678.1095286,43151.9173045,2.5478126,-0.1190362,9.9366360,-0.4628284
305.2403824,89677.4993804,43151.1207188,2.4276395,-0.1208450,9.8899930,-0.2495986
306.2380695,89676.8015545,43150.4076841,2.3070307,-0.1199463,9.8647474,0.1544063
307.2369703,89676.0225580,43149.7824104,2.1881003,-0.1176552,9.8803724,-0.1104307
308.2403414,89675.1716520,43149.2507032,2.0728397,-0.1126898,9.8692000,0.4096305
309.2419186,89674.2678241,43148.8191339,1.9632905,-0.1064105,9.9105796,1.3260916
310.2372981,89673.3291534,43148.4879575,1.8609263,-0.0981003,10.0433679,1.4616103
311.2368902,89672.3585183,43148.2491024,1.7710121,-0.0825335,10.1877215,2.0675486
312.2318746,89671.3760773,43148.0916107,1.7040650,-0.0525442,10.3884947,4.2743159
313.2094361,89670.4041197,43147.9870892,1.6475357,-0.0630812,10.7917234,4.7540877
314.1726806,89669.4418897,43147.9428902,1.6150028,-0.0034325,11.2232079,4.7095606
315.1604205,89668.4550440,43147.9008713,1.6248916,0.0228241,11.6348841,4.6654507
316.1717850,89667.4458395,43147.8348078,1.6502375,0.0290444,12.0288206,0.2245240
317.1408570,89666.4810574,43147.7437247,1.6762216,0.0220917,12.0474538,-9.4870748
318.1635099,89665.4652926,43147.6252311,1.6966219,0.0185993,11.2332142,-10.0235419
319.2061020,89664.4322339,43147.4845612,1.7194429,0.0258073,10.3032592,-7.5086687
320.2376065,89663.4142519,43147.3180854,1.7601204,0.0544851,9.5474680,-4.6672523
321.2367979,89662.4385861,43147.1025403,1.8341614,0.0952976,9.0459134,-0.6781249
322.2005216,89661.5210921,43146.8076365,1.9537649,0.1367936,8.9707075,-0.3875665
323.2519315,89660.5738653,43146.3513208,2.0868072,0.1365111,8.9274409,-1.0769858
324.2339550,89659.7566822,43145.8067273,2.2188405,0.1263516,8.8060936,-1.5622765
325.1863866,89659.0344715,43145.1858106,2.3505071,0.1435501,8.6270339,-0.3456333
326.1551146,89658.3937638,43144.4592243,2.4991052,0.1564444,8.5869148,-0.3456333
327.1790958,89657.8440916,43143.5952811,2.6325564,0.1220660,8.5466075,3.1780980
328.1223655,89657.4367780,43142.7444853,2.7484018,0.1048841,8.9103664,3.4199979
329.1383980,89657.0943990,43141.7878774,2.8560022,0.1113747,9.2859085,2.1060158
330.1813728,89656.8576601,43140.7721259,2.9730896,0.1199579,9.5097902,0.2047316
331.1890611,89656.7511396,43139.7700835,3.0864746,0.1012836,9.5312739,2.4106775
332.1915094,89656.7470649,43138.7676435,-3.1057684,0.0809010,9.7806920,3.8518888
333.1773658,89656.8222962,43137.7846617,-3.0351853,0.0597729,10.1665314,4.8155077
334.1817656,89656.9583498,43136.7895193,-2.9949189,0.0217834,10.6292137,4.7704054
335.1731819,89657.1139643,43135.8103920,-2.9958076,-0.0237517,11.0685089,4.7257255
336.1691728,89657.2470388,43134.8233311,-3.0353107,-0.0565445,11.4871372,3.3398518
337.1498313,89657.3235693,43133.8456634,-3.0946677,-0.0621970,11.7740244,2.7477950
338.1527526,89657.3400397,43132.8428774,3.1249504,-0.0648897,12.0049154,1.9913794
339.1716940,89657.2899406,43131.8251683,3.0593677,-0.0644740,12.1695091,1.3347523
340.1963351,89657.1722865,43130.8073045,3.0001449,-0.0523170,12.2785956,3.4727499
341.2042748,89657.0034956,43129.8135982,2.9533585,-0.0415078,12.5579768,-30.7812180
342.1669270,89656.8036175,43128.8719252,2.9324383,0.0000000,9.8081139,-5.1910739
